CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50036454,MOSS CAFE,BRONX,3260,JOHNSON AVE,10463,3472755000,Jewish/Kosher,8/17/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,8/17/2015,4/2/2019,Cycle Inspection / Initial Inspection
50062594,BOSTON MARKET,BRONX,925,HUNTS POINT AVE,10459,3477084017,American,8/21/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50034610,MAMA G AFRICAN KITCHEN,BRONX,3650A,WHITE PLAINS RD,10467,9292224813,African,10/16/2018,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Ã‚Âº F or above within 2 hours.,Critical,54,C,10/16/2018,4/2/2019,Cycle Inspection / Re-inspection
50047924,XIN HI CHINESE BUFFETT,BRONX,2053,BARTOW AVE,10475,7183792200,Chinese,3/6/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,3/6/2019,4/2/2019,Cycle Inspection / Re-inspection
41536647,HAVANA CAFE,BRONX,3151,EAST TREMONT AVENUE,10461,7185181800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/1/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,4/2/2019,Cycle Inspection / Initial Inspection
41556136,DANNY'S ATHENS RESTAURANT,BRONX,1621,WESTCHESTER AVENUE,10472,7188609055,American,5/7/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,5/7/2016,4/2/2019,Cycle Inspection / Re-inspection
50073256,TULCINGO CAFE,BRONX,3041,BUHRE AVE,10461,3472818787,Mexican,2/8/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,33,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41265961,EL SAZON IDEAL RESTAURANT,BRONX,148,WEST BURNSIDE AVENUE,10453,7182991365,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/27/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6,,,4/2/2019,Cycle Inspection / Initial Inspection
50049968,SALOME LATIN CUISINE,BRONX,2152,WESTCHESTER AVE,10462,9292310316,American,1/11/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,39,,,4/2/2019,Cycle Inspection / Initial Inspection
50065078,MADE IN PUERTO RICO,BRONX,3363,E TREMONT AVE,10461,7186841309,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2018,Establishment re-closed by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,50,,,4/2/2019,Cycle Inspection / Reopening Inspection
50009539,BLACKSTONE  BAR AND GRILL,BRONX,3713,RIVERDALE AVE,10463,3473466004,American,5/3/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,5/3/2018,4/2/2019,Cycle Inspection / Initial Inspection
41338254,BURGER KING,BRONX,400,EAST TREMONT AVENUE,10457,7182947019,Hamburgers,7/18/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,14,,,4/2/2019,Cycle Inspection / Initial Inspection
50057422,BELLA NAPOLI,BRONX,769,ALLERTON AVE,10467,7187985507,Pizza,3/20/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,Z,3/20/2019,4/2/2019,Cycle Inspection / Re-inspection
40568964,BONA PIZZA,BRONX,751,WESTCHESTER AVENUE,10455,7189919667,Pizza/Italian,6/14/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,27,B,6/14/2016,4/2/2019,Cycle Inspection / Re-inspection
50016600,SUBWAY,BRONX,837,HUTCHINSON RIVER PKWY,10465,9173785700,Sandwiches,1/9/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,1/9/2017,4/2/2019,Cycle Inspection / Initial Inspection
40568964,BONA PIZZA,BRONX,751,WESTCHESTER AVENUE,10455,7189919667,Pizza/Italian,12/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,4/2/2019,Cycle Inspection / Reopening Inspection
40941045,MARIO'S RESTAURANT,BRONX,2342,ARTHUR AVENUE,10458,7185841188,Italian,3/19/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,3/19/2019,4/2/2019,Cycle Inspection / Initial Inspection
41401433,SUBWAY,BRONX,2515,BOSTON ROAD,10467,3473464689,Sandwiches,3/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,3/18/2016,4/2/2019,Cycle Inspection / Initial Inspection
50078993,LA DUENA,BRONX,1250,MORRISON AVE,10472,3478371985,Mexican,7/24/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,Not Yet Graded,,4/2/2019,Pre-permit (Non-operational) / Initial Inspection
50039447,CHINA HOUSE,BRONX,1572,E 174TH STEET,,7188936187,Chinese,8/22/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A,8/22/2017,4/2/2019,Cycle Inspection / Initial Inspection
50032975,CHIPOTLE MEXICAN GRILL,BRONX,4760,3RD AVE,10458,7182201276,Mexican,6/14/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,3,A,6/14/2016,4/2/2019,Cycle Inspection / Re-inspection
50073164,NEW KAM SHENG,BRONX,454,W 238TH ST,10463,7185495511,Chinese,8/30/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,10,A,8/30/2018,4/2/2019,Cycle Inspection / Re-inspection
50044807,MAMA  PUEBLA,BRONX,3465,E TREMONT AVE,10465,7187926262,Mexican,8/31/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,,,4/2/2019,Cycle Inspection / Initial Inspection
41369239,NATIONAL BAKERY,BRONX,2214,WESTCHESTER AVENUE,10462,7187940360,Bakery,12/13/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,,,4/2/2019,Cycle Inspection / Initial Inspection
50039683,PICK UP SIX FRESH FAST ASIAN KITCHEN,BRONX,221,W 230TH ST,10463,7186011168,Asian,7/23/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,7/23/2018,4/2/2019,Cycle Inspection / Re-inspection
41558494,CHINESE FRIED CHICKEN,BRONX,985,EAST  174 STREET,10460,7183785293,Chinese,3/12/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,3/12/2019,4/2/2019,Cycle Inspection / Re-inspection
41096112,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,699,MORRIS PARK AVE,10462,7187941973,Donuts,9/21/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,4/2/2019,Administrative Miscellaneous / Initial Inspection
40883581,SHEAS EMERALD,BRONX,2960,JEROME AVENUE,10468,7183649924,Irish,8/21/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,8/21/2018,4/2/2019,Cycle Inspection / Initial Inspection
50052772,BEST CHINA HOUSE,BRONX,9,W 183RD ST,10453,7185841326,Chinese,10/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,10/31/2018,4/2/2019,Cycle Inspection / Initial Inspection
40395511,WHITE CASTLE,BRONX,2900,EAST TREMONT AVENUE,10461,7187927659,Hamburgers,4/11/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,4/11/2018,4/2/2019,Cycle Inspection / Initial Inspection
41362565,BASCOM CATERING & EVENTS,BRONX,940,GARRISON AVENUE,10474,7185424824,American,5/2/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4,A,5/2/2017,4/2/2019,Cycle Inspection / Re-inspection
50000988,BAGELS ON BARTOW,BRONX,2033,BARTOW AVE,10475,7186715696,American,4/15/2016,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,8,A,4/15/2016,4/2/2019,Cycle Inspection / Initial Inspection
41404997,LA COCINA BORICUA,BRONX,2245B,WESTCHESTER AVENUE,10462,3472815375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/24/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,13,A,1/24/2018,4/2/2019,Cycle Inspection / Initial Inspection
50039107,HEALTHY FRESH,BRONX,1033,MORRIS PARK AVE,10461,7186846411,American,10/5/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,B,10/5/2017,4/2/2019,Cycle Inspection / Re-inspection
41603147,MCDONALD'S,BRONX,1625,WEBSTER AVENUE,10457,7182990849,American,7/27/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41433950,CARIBE RESTAURANT,BRONX,1762,CROSBY AVE,10461,7188225704,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/2/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
50010580,MARCONI'S PIZZA,BRONX,179,E GUN HILL RD,10467,7187984970,Pizza/Italian,10/11/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,10/11/2016,4/2/2019,Cycle Inspection / Initial Inspection
